标题,出发日期,天数,城市,路线,人数,玩法,费用,阅读数,点赞数,评论数
【南纬8度，千面印尼】访爪哇古城，凌星云火山，拥巴厘大海,2019-08-12 出发,共10天,印度尼西亚(日惹Yogyakarta 蓝梦岛Lembongan),水上城堡>凯悦日惹酒店(Hyatt Regency Yogyakarta)>马里奥波罗大街,三五好友,环游 海滨海岛 夏季 徒步 探险,人均10000元,6031,6,3
宝鸡大水川景区三日游,2019-08-02 出发,共3天,宝鸡,宝鸡大水川宾馆>宝鸡九龙山国际温泉酒店,亲子,自驾,人均1000元,4.1万,21,1
全家出动山东半岛11日游,2019-07-24 出发,共11天,济南>青岛>成都>蓬莱>泰山,趵突泉景区>大明湖景区>泉城广场>芙蓉街>窝in连锁酒店(济南泉城广场店)>五龙潭公园...,家庭,深度游 美食 海滨海岛 暑假,人均3500元,2942,15,0
"承德,乌兰布统,塞罕坝6日家庭自驾游！",2019-07-29 出发,共6天,围场>承德>乌兰布统草原Wulanbutong>塞罕坝Saihanba,御道口草原森林风景区>滦河源头>塞罕坝机械林场>七星湖假鼠妇草湿地公园-凉亭>塞罕...,家庭,自驾 夏季,人均1100元,9839,23,1
憨居居慢节奏之旅,2019-08-12 出发,共6天,凤凰>长沙>吉首,凤凰古城>湖南博物院>南华门>虹桥风雨楼>沈从文故居>沱江>天鹅之旅国际青年旅舍(...,学生,美食 毕业游 夏季,人均1500元,5023,6,2
宁波两日，好的天气自然是好心情,2019-08-01 出发,共2天,宁波,天一阁博物院>月湖公园>天封塔>城隍庙>南塘老街>鄞州公园>罗蒙环球乐园>东鼓道...,独自一人,美食 短途周末 第一次,人均1500元,4.5万,27,1
蓝天白云突然暴风雨，跟着我换个地方过周末,2019-08-04 出发,共2天,宁波,宁波城市展览馆>宁波文化广场>天一广场>宁波科学探索中心>老外滩>日月光·海鲜面(利...,三五好友,美食 短途周末,人均500元,6396,22,0
追随韩剧的脚步，来一场深度釜山行,2019-07-27 出发,共4天,韩国(釜山Busan),南浦洞>广安大桥>甘川文化村>海云台>BIFF广场>釜山塔>釜山札嘎其市场>Dongbaek S...,情侣,深度游 购物 美食 登山 短途周末 夏季,人均6000元,7767,18,1
2019年马来西亚行（一）——热浪岛风情,2019-07-23 出发,共10天,马来西亚(热浪岛Pulau Redang),热浪岛,家庭,海滨海岛 暑假,人均5000元,1万,11,0
彩云之南,2019-08-08 出发,共12天,大理>丽江>泸沽湖>玉溪>双廊Shuanglang,大理古城生活有时精品客栈>菌美大理·野生菌火锅>大理古城南门>丽江古城>茶马古道...,三五好友,深度游 美食,人均8000元,5815,3,0
带你看我眼中的日照，看花、赏竹、游泳、航拍，这样玩才最嗨！,2019-08-06 出发,共3天,日照,竹洞天风景区>万平口风景区>吴家台>灯塔风景区>花仙子生态旅游区>晓菡渔家乐(日照...,三五好友,深度游 购物 美食 自驾 中秋节 暑假 短途周末,人均500元,1.5万,35,3
和大海约定的每一年夏天--2+2的青岛慵懒海边慢生活,2019-08-07 出发,共4天,青岛,公主楼>五四广场,,海滨海岛 暑假 夏季,,6.2万,27,9
记我的第一次高海拔徒步---贡嘎南坡穿越,2018-09-28 出发,共10天,泸定>康定>成都>玉龙,贡嘎山>巴王海>成都大熊猫繁育研究基地>宽窄巷子>折多山>西村>泉华滩>子梅垭口...,三五好友,深度游 摄影 徒步 国庆 第一次,,6.5万,15,9
乌鲁木齐、阿勒泰、伊犁大环线13日游,2019-07-12 出发,共13天,布尔津>乌鲁木齐>喀纳斯Kanasi,五彩滩>喀纳斯河>喀纳斯三湾,,,,1649,43,4
多变的旅程,2019-07-13 出发,共9天,昆明>丽江>香格里拉Xianggelila,昆明君辉商务酒店>西山风景名胜区>龙门>福照楼汽锅鸡饭店(锦江店)>古城大水车>阿婆...,家庭,古镇 暑假 徒步,人均4700元,2514,5,0
10天打卡迪拜所有景点，来一次自由的奢华之旅,2019-08-05 出发,共10天,阿联酋(迪拜Dubai),帆船酒店>哈利法塔（迪拜塔）>阿联酋购物中心>阿法迪历史街区>迪拜购物中心>水世界...,三五好友,购物 美食 暑假 摄影,,4.2万,12,1
青岛金沙滩🌊崂山望胶东🏞赏蓬莱仙境📸清爽长岛游🏖亲子8日游👩‍👦,2019-07-17 出发,共8天,青岛>烟台>北京,黄岛金沙滩>栈桥海水浴场>栈桥>青岛邮电博物馆>良友书坊>胶澳总督府旧址>大学路...,亲子,美食 海滨海岛 暑假 登山 摄影 夏季,人均2300元,1.2万,41,7
慢游成都，每天只做一件事,2019-07-22 出发,共7天,成都,杜甫草堂>宽窄巷子>成都东站>成都大熊猫繁育研究基地>冒椒火辣>成都小吃>成都吃客...,家庭,美食 古镇 暑假 短途周末 夏季,人均5000元,3.4万,26,6
重庆小日子～（不断更新）,2019-07-15 出发,共15天,重庆,好好玩童书馆(重庆万象汇站)>洪崖洞民俗风貌区>解放碑步行街>朝天门广场>重庆WFC会...,三五好友,购物 美食 自驾 短途周末 摄影 徒步 人文,人均10000元,7794,18,5
2019暑期阿尔山、呼伦贝尔、大兴安岭、哈尔滨找北之旅,2019-07-14 出发,共13天,哈尔滨,中央大街,家庭,自驾 暑假 夏季,人均3500元,10万,19,2
山西 ------华夏文明，晋在山西,2019-07-20 出发,共8天,大同>临汾>平遥>太原>五台山Wutaishan,善化寺>华严寺>尧庙>平遥古城>难老泉>晋祠博物馆>双塔寺>大同土林>云冈石窟,家庭,深度游 穷游 古镇 暑假,人均3000元,9323,29,5
4天3夜，西北自驾の青海夏日风光大赏,2019-08-02 出发,共4天,门源>祁连>青海湖qinghaihu>海西,门源百里油菜花海>祁连山风光旅游景区,家庭,自驾 暑假 短途周末 摄影 夏季,人均2000元,6599,31,1
三亚吃喝玩乐全攻略-在三亚海岛城市里遇见小欧洲？,2019-08-01 出发,共5天,三亚,奥特莱斯海鲜广场>蜈支洲岛>凤凰岛>小东海>亚龙湾>三亚湾>椰梦长廊>半山半岛帆船...,闺蜜,漫游 美食 海滨海岛 短途周末 摄影 夏季,人均3000元,6.1万,12,1
暹粒之记：敲醒沉睡的吴哥王朝,2019-08-01 出发,共1天,柬埔寨(暹粒Siem Reap),吴哥窟>通王城>塔普伦寺>巴戎寺>微笑吴哥大剧院>吴哥寺>巴普昂寺>圣剑寺>吴哥夜,,美食,,4.8万,31,3
十月蜜月之旅我和胡杨林的约会,2018-10-21 出发,共11天,额济纳旗Ejinaqi>郑州>西宁>丽江>大理,策克口岸>居延海>二七广场>额济纳胡杨林旅游区>神树>大漠胡杨林景区>东风航天城...,情侣,蜜月 漫游 穷游 古镇,人均5000元,2.1万,19,1
浮生一日 成都十二时辰旅行攻略实记,2019-07-27 出发,共1天,成都,武侯祠>春熙路>东郊记忆>宽窄巷子>电子科技大学,三五好友,短途周末,人均150元,8.7万,44,2
三亚度假，一场文化和海滩的碰撞之旅,2019-07-11 出发,共5天,三亚,南山文化旅游区>崖州古城>天涯海角>亚龙湾>椰梦长廊>亚龙湾国家旅游度假区>大东海...,独自一人,美食 海滨海岛 暑假 探险,人均3000元,5.7万,7,2
不忘初心 牢记使命 七年之痒 重走蜜月路,2019-08-01 出发,共8天,香格里拉Xianggelila>丽江>大理,香格里拉>三义机场>月光广场>独克宗古城>大佛寺>五彩雪域藏餐馆>碧塔海>大理港下...,情侣,蜜月 美食 古镇 暑假 摄影,人均5000元,3891,10,14
2019天津宁夏自驾14天游记（7.30-8.12）,2019-07-30 出发,共14天,银川>中卫,水洞沟景区遗址博物院>镇北堡西部影城>西夏陵国家考古遗址公园>沙坡头>保安寺,家庭,自驾 暑假,人均4300元,3625,14,5
暑假亲子游，带娃去西双版纳探寻神秘和童话,2019-07-02 出发,共6天,西双版纳,橄榄坝,,暑假 探险,人均4500元,1.9万,48,5
初寻日本,2019-08-04 出发,共15天,日本(大阪Osaka 京都Kyoto 奈良Nara 宇治市Uji 大岛町Oshima machi 东京Tokyo 藤泽市F...,天下茶屋>大阪北滨布莱顿酒店(Hotel Brighton City Osaka Kitahama)>大阪城公园>大阪...,,购物 温泉,,3388,2,0
【AOTUMAN】孤独之城相依之旅·西澳珀斯11日自驾之旅,2018-10-02 出发,共11天,澳大利亚(珀斯Perth),卡尔巴里国家公园,情侣,蜜月 自驾 摄影 国庆,人均14000元,3.6万,31,6
极度优化的桂林深度亲子行,2019-06-29 出发,共9天,桂林>阳朔,芦笛岩>滨江路>《印象刘三姐》山水实景演出>龙头山码头>磨盘山码头>阳朔>十里画廊...,亲子,深度游 美食 古镇 暑假,,2387,12,7
点亮“1/3”的中国,2019-07-28 出发,共9天,西安,骊山>秦始皇帝陵博物院(兵马俑)>华清宫>大明宫国家遗址公园>西安城墙>钟鼓楼广场...,家庭,自驾 暑假,人均4500元,4313,10,1
一起领略大西北的无限风光！,2019-07-07 出发,共20天,敦煌>西安>兰州>西宁>成都>贵阳,莫高窟>西安城墙>大唐不夜城>回民街>永宁门>秦始皇帝陵博物院-丽山园>长乐门>秦...,家庭,环游 美食 古镇 暑假 摄影,人均6500元,1.7万,67,1
【浙南】拂去岁月风尘  圆我廊桥之梦,2016-10-26 出发,共6天,泰顺>景宁,北涧桥>溪东桥>泰顺廊桥,独自一人,深度游 古镇,人均15000元,1.2万,8,1
川渝十日世遗之旅,2021-10-15 出发,共10天,重庆>峨眉山,大足石刻>灵秀温泉>报国寺>峨眉山>万年寺>峨嵋金顶>金顶>洪崖洞>重庆西站>洪崖...,家庭,,人均3250元,3195,64,5
这样的大理你见过吗？五天四晚看不一样的大理,2022-11-06 出发,共1天,大理,洱源,三五好友,自驾 赏秋,人均6000元,1.4万,10,0
拯救周末 | 畅游海洋王国•入住海洋科学酒店,2021-10-16 出发,共2天,澳门Macau>长隆旅游度假区Changlong tourism and vacation,,家庭,深度游 漫游 自驾 短途周末 国庆,人均1000元,1.1万,35,7
【西班牙】科卡〡探索西班牙中世纪古城,2023-10-17 出发,共1天,,,,探险,,2323,0,0
自驾南疆 | 尉犁胡杨染黄了塔里木河沿岸，大漠深处惊艳了时光（干货贴）,2021-10-24 出发,共6天,巴音郭楞>乌鲁木齐>尉犁>葫芦岛>库尔勒,塔里木河>胡杨林>塔克拉玛干沙漠（巴音郭楞）>尉犁县>塔里木河与塔克拉玛干游览区...,三五好友,自驾 赏秋,人均2000元,1.3万,38,4
30天穷游老柬越（老挝篇）,2022-11-08 出发,共30天,,,独自一人,深度游 穷游 第一次,人均5037元,1.4万,6,0
自驾贡嘎西坡 | 寻一个冬季，四天解锁贡嘎的诱惑（干货贴）#发游记瓜分奖金#,2020-11-19 出发,共4天,康定>甘孜藏族自治州Ganzi Prefecture>贡嘎,泉华滩>雅哈垭口>子梅垭口>甲根坝乡>上木居村>新都桥>冷嘎措>贡嘎寺,三五好友,自驾 冬季,人均2000元,1.2万,34,4
相遇夏季浪漫岛屿，我们在马来西亚写下情书（内含实用“避雷”攻略）,2019-07-22 出发,共1天,马来西亚(仙本那Semporna 吉隆坡Kuala Lumpur),仙本那>双子塔>军舰岛>卡帕莱岛>珍珠岛>敦沙卡兰海洋公园>茨厂街>黄亚华小食店,,美食 潜水 夏季 第一次,,3.1万,66,4
萨瓦迪，随时光倒流的琅勃拉邦,2019-07-22 出发,共1天,老挝(琅勃拉邦Luang Prabang),湄公河>琅勃拉邦>浦西山>香通寺,,,,2.6万,3,6
西安，历史与美食交错的一场旅程,2019-05-18 出发,共5天,西安>咸阳>宝鸡,秦始皇帝陵博物院(兵马俑)>华清宫>咸阳国际机场>醉长安(钟楼旗舰店)>西安钟楼>回民...,闺蜜,美食 第一次,人均2500元,3300,6,2
从阳朔到桂林，遇见米粉遇见你 | 五天四夜在桂林,2019-07-16 出发,共1天,阳朔>桂林,兴坪古镇>桂林千古情>阳朔西街美食街>龙颈河漂流>日月双塔,闺蜜,漫游 美食 古镇 第一次,人均2000元,8937,19,2
2019泰国甲米小众景点：你喜欢的夏天，它都有~,2019-06-20 出发,共6天,泰国(甲米Krabi),莱雷海滩>奥南海滩,三五好友,深度游 美食 摄影 夏季,人均4000元,3万,5,3
梦幻徽州我来啦！（内含多图）,2019-07-10 出发,共7天,黟县>黄山>黄山区,西递>宏村景区>黄山北站>屯溪老街>黄山得舍村宿>明代老房·官邸私厨>宏村上街客栈...,三五好友,暑假 夏季 第一次,人均2500元,1.2万,28,4
踏足三省，脚跨两河的川北甘南草原快意驰骋之旅,2019-07-13 出发,共9天,都江堰>武汉>碌曲>理县>若尔盖>兰州>夏河>阿坝,都江堰景区>黄鹤楼>郎木寺>安澜索桥>毕棚沟>黄河九曲第一湾>格尔底寺>灌县古城...,亲子,美食 自驾 夏季,人均5500元,5949,23,1
湛江-桂林亲子游,2019-07-13 出发,共6天,湛江>龙脊梯田The longji yao and zhuang ethnic terrace>桂林,,,,,3578,17,0
💙Morocco&My love&Me♥️,2019-07-03 出发,共10天,摩洛哥(卡萨布兰卡Casablanca 马拉喀什Marrakesh 丹吉尔Tangier 拉巴特Rabat)>奥地利(...,哈桑二世清真寺>马洛雷勒花园>巴迪皇宫>库图比亚清真寺>德吉玛广场>非洲洞>斯帕特...,闺蜜,暑假,人均15000元,6045,12,2
"仙本那-满足你""深海飞翔""的愿望",2019-02-18 出发,共7天,马来西亚(仙本那Semporna),仙本那>卡帕莱岛>军舰岛>仙本那码头>敦沙卡兰海洋公园,三五好友,潜水 摄影 徒步 探险,人均7500元,6998,54,4
在那遥远的地方——北疆环线之旅,2018-08-18 出发,共12天,布尔津>乌鲁木齐>鄯善,禾木风景区>禾木草原>喀纳斯景区>五彩湾>库木塔格沙漠>五彩滩>贾登峪>地窝堡国际...,,自驾 暑假,人均5000元,3729,15,6
三天两夜的魔都游，是什么和迪士尼最配？,2019-05-01 出发,共3天,上海>上海迪士尼度假区Shanghai Disney Resort,奇梦之光幻影秀>七宝古镇>1933老场坊>上海迪士尼度假区>上海南站>上海老饭店(豫园...,情侣,美食 古镇 五一 短途周末 探险,人均1800元,4万,55,1
四天三晚，带你玩转不一样的三亚,2019-06-26 出发,共3天,三亚,海棠湾>三亚亚特兰蒂斯水世界>情人岛>妈祖庙>蜈支洲岛,三五好友,美食 温泉 自驾 暑假,人均5000元,6.3万,15,0
夏日岛屿纪事——三亚非典型亲子攻略,2019-07-06 出发,共5天,三亚,天涯海角>大东海>高空滑索>海棠湾>亚龙湾>三亚亚龙湾天域度假酒店>三亚湾>椰梦长...,亲子,美食 海滨海岛 暑假 摄影 夏季,人均8000元,4万,19,1
期待遇见美绝的黄山,2019-07-05 出发,共3天,黄山,黄山风景区>屯溪老街>黎阳in巷>连理松>黑虎松>鳌鱼峰>迎客松>猴子观海>云谷寺...,闺蜜,夏季 第一次,人均2000元,2766,8,4
慢行中欧，谱一曲中世纪的浪漫童话,2019-07-15 出发,共13天,捷克(布拉格Prague),伏尔塔瓦尔河>布拉格老城广场>列侬墙>查理大桥>跳舞的房子>布拉格城堡>黄金巷...,,深度游 美食 自驾 探险 第一次,人均10000元,3.3万,72,4
2019，呼伦贝尔草原行,2019-07-05 出发,共9天,额尔古纳>漠河>呼伦贝尔>满洲里,额尔古纳湿地>莫尔道嘎国家森林公园>胭脂沟>乌苏里浅滩>九曲十八弯>北极村,三五好友,深度游 暑假,人均7000元,1.2万,38,1
小东江～高椅岭一日游,2018-11-05 出发,共1天,资兴>郴州,东江大坝>雾漫小东江>高椅岭旅游区,,自驾,,5014,49,13
七月小游腾冲，感受火山之城的小众之美,2019-07-02 出发,共4天,腾冲>保山>和顺镇Heshunzhen,和顺古镇>寸氏宗祠>和顺图书馆>西董花园餐厅>腾冲火山地质博物馆>热海大滚锅>腾冲...,独自一人,深度游 购物 美食 古镇 温泉 暑假 短途周末 摄影,人均4700元,4.3万,51,5
何处望神州——镇江逛吃两日游,2019-07-06 出发,共2天,镇江,镇江小山楼青年旅舍>西津渡古街>焦山>镇江博物馆>金山>云台阁>北固山>八佰伴(中...,闺蜜,美食 暑假 短途周末 夏季 第一次,人均500元,6382,13,0
一场期盼已久的广州之旅--北北的幼儿园毕业旅行,2019-06-23 出发,共7天,广州,长隆野生动物世界>长隆水上乐园>珠江>泮溪酒家(荔枝湾店)>沙面>上下九步行街,,毕业游,人均5000元,1078,58,4
加拿大大西洋两省|新斯科舍+纽芬兰与拉布拉多，每天与龙虾、海洋作伴的日子,2019-07-01 出发,共11天,加拿大(布雷顿角岛Cape Breton Island 哈利法克斯Halifax 卢嫩堡Lunenburg County),,三五好友,美食,人均30000元,802,36,4
一部关于家庭旅行的日本画册,2019-07-12 出发,共12天,日本(东京Tokyo 大阪Osaka 镰仓Kamakura),上野公园>和谐大使酒店(Harmonie Embrassee)>表参道>日本环球影城>涩谷>新宿>银座...,亲子,美食 赏樱 摄影 夏季,人均15000元,32.8万,947,55
天上阿里，西藏净化心灵之行,2019-06-16 出发,共15天,拉萨>定日Dingri>日喀则>札达>普兰>浪卡子,色拉寺>珠穆朗玛峰>扎什伦布寺>拉萨站>布达拉宫>八廓街>大昭寺>札达土林>小昭寺...,三五好友,深度游 穷游 摄影 夏季,人均6500元,5.5万,39,8
人均7k和闺蜜高逼格游巴厘岛+布罗莫火山攻略,2019-06-20 出发,共7天,印度尼西亚(巴厘岛Bali),坎古公寓酒店(The Apartments Canggu)>乌布>炼金之居假日公园(The Alchemist Lodge)...,闺蜜,深度游 摄影 夏季 探险,人均7000元,2.6万,35,14
“第八彩”云南,2019-05-01 出发,共5天,丽江>香格里拉Xianggelila>泸沽湖,束河古镇>丽江古城>石卡雪山,,,,8909,54,10
雪山溯源，昆仑之巅,2019-06-26 出发,共5天,格尔木,格尔木>察尔汗盐湖>可可西里自然保护区,三五好友,深度游,人均1500元,1.2万,12,0
